                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 1.2093,                 1.2128,                 1.2978,                0.52896,                0.36197,                 0.3306,                0.14938,                    nan,                    nan,                    nan,             4.6554e-06,             4.6554e-06,             4.6554e-06
                    110,                  1.194,                 1.2076,                 1.2935,                0.57751,                 0.3281,                0.31828,                0.14946,                    nan,                    nan,                    nan,             4.6054e-06,             4.6054e-06,             4.6054e-06
                    111,                  1.198,                 1.2105,                  1.288,                0.52663,                0.33038,                0.31763,                0.14904,                    nan,                    nan,                    nan,             4.5554e-06,             4.5554e-06,             4.5554e-06
                    112,                 1.2032,                 1.2352,                 1.3018,                0.61051,                 0.3187,                 0.3315,                0.15061,                    nan,                    nan,                    nan,             4.5055e-06,             4.5055e-06,             4.5055e-06
                    113,                 1.2284,                 1.2158,                 1.3077,                0.49019,                0.34575,                0.32264,                0.14982,                    nan,                    nan,                    nan,             4.4556e-06,             4.4556e-06,             4.4556e-06
                    114,                 1.1812,                 1.1957,                  1.287,                0.52531,                0.35606,                0.32621,                0.15373,                    nan,                    nan,                    nan,             4.4056e-06,             4.4056e-06,             4.4056e-06
                    115,                 1.2348,                 1.2367,                 1.3113,                0.48673,                0.36198,                0.32549,                0.15186,                    nan,                    nan,                    nan,             4.3557e-06,             4.3557e-06,             4.3557e-06
                    116,                 1.2246,                 1.2219,                 1.2975,                0.56177,                0.33099,                0.32908,                0.15366,                    nan,                    nan,                    nan,             4.3057e-06,             4.3057e-06,             4.3057e-06
                    117,                  1.161,                 1.1847,                 1.2797,                 0.6207,                0.32329,                0.32667,                0.15467,                    nan,                    nan,                    nan,             4.2558e-06,             4.2558e-06,             4.2558e-06
                    118,                 1.2153,                 1.2355,                 1.3016,                0.63114,                0.30509,                0.31184,                0.14621,                    nan,                    nan,                    nan,             4.2058e-06,             4.2058e-06,             4.2058e-06
                    119,                 1.1944,                 1.2227,                  1.293,                0.61749,                0.30509,                 0.3219,                0.15001,                    nan,                    nan,                    nan,             4.1559e-06,             4.1559e-06,             4.1559e-06
