                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                  1.036,                0.72605,                 1.1521,                0.67577,                0.57924,                 0.5653,                0.26001,                 1.8247,                 1.3912,                 1.8715,              8.981e-06,              8.981e-06,              8.981e-06
                    105,                   1.02,                0.71566,                 1.1278,                0.65223,                 0.5639,                0.54906,                0.25007,                 1.8353,                 1.4188,                 1.8796,              8.971e-06,              8.971e-06,              8.971e-06
                    106,                 1.0404,                0.73395,                 1.1594,                 0.6403,                0.53919,                0.53852,                0.24825,                 1.8483,                 1.4522,                 1.8895,              8.961e-06,              8.961e-06,              8.961e-06
                    107,                  1.056,                0.73806,                 1.1545,                0.68599,                0.55901,                0.56528,                0.25921,                 1.8205,                 1.4552,                 1.8881,             8.9511e-06,             8.9511e-06,             8.9511e-06
                    108,                0.99188,                0.69434,                 1.1289,                0.67336,                0.60336,                0.59298,                0.26508,                 1.8208,                 1.3917,                 1.8957,             8.9411e-06,             8.9411e-06,             8.9411e-06
                    109,                 1.0088,                0.71247,                 1.1328,                0.72057,                 0.5609,                0.58829,                0.25141,                 1.8167,                  1.413,                 1.8821,             8.9311e-06,             8.9311e-06,             8.9311e-06
                    110,                 1.0099,                0.72109,                 1.1471,                0.66179,                0.53841,                0.56167,                0.25731,                 1.8171,                 1.4213,                 1.8684,             8.9211e-06,             8.9211e-06,             8.9211e-06
                    111,                 1.0429,                 0.7181,                 1.1291,                0.66909,                0.54865,                0.57677,                 0.2679,                 1.8191,                 1.4475,                 1.8598,             8.9111e-06,             8.9111e-06,             8.9111e-06
                    112,                 1.0156,                0.71706,                 1.1256,                0.67083,                0.57023,                0.56711,                0.26636,                  1.827,                 1.3854,                 1.8661,             8.9011e-06,             8.9011e-06,             8.9011e-06
                    113,                  1.018,                0.73379,                  1.121,                0.65854,                0.58826,                0.57961,                0.26172,                 1.8212,                 1.3682,                 1.8507,             8.8911e-06,             8.8911e-06,             8.8911e-06
                    114,                 1.0076,                0.69772,                  1.132,                0.65995,                0.58094,                0.57989,                0.26171,                 1.8442,                 1.4041,                 1.8595,             8.8811e-06,             8.8811e-06,             8.8811e-06
                    115,                 1.0109,                0.70889,                 1.1341,                0.66556,                 0.5907,                0.57588,                 0.2661,                 1.8528,                 1.3605,                 1.8728,             8.8711e-06,             8.8711e-06,             8.8711e-06
                    116,                 1.0074,                0.71035,                 1.1286,                0.67193,                0.59406,                0.58006,                 0.2673,                 1.8394,                 1.3564,                 1.8849,             8.8611e-06,             8.8611e-06,             8.8611e-06
                    117,                0.98093,                0.69486,                 1.1175,                0.67811,                0.58039,                0.58273,                0.26124,                 1.8392,                 1.3577,                 1.8931,             8.8512e-06,             8.8512e-06,             8.8512e-06
                    118,                 1.0005,                0.71236,                 1.1274,                0.66683,                0.57093,                 0.5714,                0.26758,                 1.8503,                 1.3359,                 1.9105,             8.8412e-06,             8.8412e-06,             8.8412e-06
                    119,                 1.0094,                0.70974,                  1.136,                0.67462,                0.55751,                0.57647,                0.27493,                 1.8373,                 1.3038,                 1.9153,             8.8312e-06,             8.8312e-06,             8.8312e-06
                    120,                 1.0112,                0.72989,                 1.1385,                0.67092,                0.59559,                0.57558,                0.27201,                 1.8293,                 1.3227,                 1.9045,             8.8212e-06,             8.8212e-06,             8.8212e-06
                    121,                 1.0104,                 0.7191,                 1.1299,                0.65106,                0.59795,                0.58514,                 0.2731,                 1.8397,                 1.3322,                 1.9151,             8.8112e-06,             8.8112e-06,             8.8112e-06
                    122,                0.96784,                0.68914,                 1.1099,                0.68905,                0.57742,                0.58742,                0.27201,                 1.8298,                 1.3175,                 1.9024,             8.8012e-06,             8.8012e-06,             8.8012e-06
